objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,areadoc-link,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll200,cb_ajpr0200.jpg,,,"Parte mensual de seguimiento del mes de mayo de 1975 del cuartel de caza nº 14 de la Reserva Nacional de Caza de la Serranía de Ronda, pinsapar del monte Pinar de Yunquera (Málaga).",José Pino Rivera,1975-05-31,"En el archivo constan dos talonarios de partes autocopiables de seguimiento mensual del cuartel de caza nº 14 de la Reserva Nacional de Caza de la Serranía de Ronda, del periodo mayo de 1975 a octubre de 1981. En las fichas se anotan: existencias, (machos, hembras o crías), ejemplares de caza selectiva (machos y hembras), control de predadores, otros enemigos, alimentación, daños de la caza y observaciones. En la ficha que se muestra, de mayo de 1975, se contabilizan 42 machos, 37 hembras y 33 crías. En las observaciones José Pino anotó la necesidad de realizar una alambrada para proteger los cultivos colindantes de las cabras, de proporcionar sales para desarrollar buenas crías y de realizar un refugio para cazadores y guardería. Se confirma que las cabras siguen bajando a los cultivos.",ICONA;Jefatura Provincial de Málaga;Reserva Nacional de Caza de la Serranía de Ronda;Capra pyrenaica Schinz;1975,https://areadoc.blogspot.com/2020/03/sierra-blanca-de-ojen-origen-del-coto.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.712972,-4.9849958,"Archivo de José Pino Rivera",cb_ajpr0200,image/fichas de seguimiento,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll201,cb_ajpr0201.jpg,,,"Oficio de corta o poda en fincas particulares nº 607, de 22/01/1985, del Ingeniero Jefe Provincial del IARA en Málaga y acta de señalamiento de 29/01/1985 de 82 pinos carrasco en la finca Aguilera del término municipal de Tolox (Málaga), con hojas de medidas de los árboles señalados.",José Pino Rivera,1985-01-29,"Acta de señalamiento. Reunidos en el expreado monte y sitio denominado Aguilera (Tolox), el día 29/01/1985 los que con sus respectivos cargos y representación suscriben la presente acta, se procedió al señalamiento de de 82 pinos de la especie Pinus halepensis, de los que 66 pinos son de un diámetro de 20-25 cm y 2-4 m de altura, 9 pinos de un diámetro de 25-30 cm y 2-4 m de altura, 6 pinos de un diámetro de 30-35 cm y 3-4 m de altura y un pino de 41 cm de diámetro y 4 m de altura, a los que le fue implantado el marco oficial DF-1 y DF-5 en el tronco y en el pie del árbol.",IARA;Jefatura Provincial de Málaga;aprovechamientos forestales;señalamientos;actas;1985,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Finca Aguilera, Tolox (Málaga)",36.703876,-4.9240808,"Archivo de José Pino Rivera",cb_ajpr0201,image/acta señalamiento,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll202,cb_ajpr0202.jpg,,,"Tarifas de servicios de cazadores en la Reserva Nacional de Caza de la Serranía de Ronda de 09/04/1980.",Director Técnico de la Reserva,1980-04-09,"De acuerdo con las normas aprobadas por la Superioridad, las tarifas aprlicables a los cazadores de esta Reserva Nacional de Caza son las siguientes: gratificación del guarda o guía eventual, 1.000 ptas/día; caballería con arriero, 2.500 Ptas/día; peón sin caballería, 1.300 Ptas/día; y, vehículos, a concertar con los industriales del ramo.",ICONA;Jefatura Provincial de Málaga;Reserva Nacional de Caza de la Serranía de Ronda;tarifas;guías de caza;agentes forestales;caza mayor;1980,https://areadoc.blogspot.com/2020/03/sierra-blanca-de-ojen-origen-del-coto.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.710710,-4.974814,"Archivo de José Pino Rivera",cb_ajpr0202,image/tarifas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll203,cb_ajpr0203.jpg,,,"Salario mensual de Guarda de Segunda, año 1960. Salario base, 10% de beneficios y descuentos.",Anónimo,1960,"Habiendo sido definitivamente terminado el escalafón del personal de Guardería del Patrimonio y conociendo por tanto los descuentos a efectuar a dicho personal, a partir de 1º de enero del año en curso se ha incrementado con el 1% el Subsidio Familiar cuya cantidad será enviada a Madrid para hacer un fondo común y abonarle los subsidios a aquellos que tengan derecho. Por consiguiente su haber mensual será el siguiente: sueldo base, 852,00 Ptas; 10% beneficios, 85,20 Ptas; total, 937,20 Ptas. Descuentos, 70,66 Ptas. Haber mensual, 866.54 Ptas. Descuento 1% de subsidio familiar, 25,56 Ptas. Líquido, 840,98 Ptas.",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;retribuciones;guardas de segunda;1960,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0203,image/salario mensual,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll204,cb_ajpr0204.jpg,,,"Oficio nº 182, de 16/01/1960, del Ingeniero Jefe de la 7ª División Hidrológico Forestal en Málaga, licencia nº 4 de aprovechamiento de pastos, en las fincas Las Vizcaínas y Las Contadoras, y Oficio nº 1, de 23/01/1960, adjuntando el acta de entrega del aprovechamiento.",Rafael Ayala,1960-01-16,"Con esta fecha se expide por esta Jefatura la licencia nº 4 para aprovechamiento de 216 cabezas de ganado lanar en las fincas Las Vizcaínas y Las Contadoras en el monte Guadalmedina, del Patrimonio Forestal del Estado, en el término municipal de Málaga.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;aprovechamientos forestales;pastos;licencias;actas;1960,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0204,image/oficio de licencia,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll205,cb_ajpr0205.jpg,,,"Oficio nº 1576, de 28/08/1969, del Ingeniero Jefe del Servicio Hidrológico Forestal en Málaga, comunicándole la designación de nuevo guarda del monte Sierra de Enmedio de Alfarnate y su nuevo destino en el monte Pinar de Yunquera (Málaga).",José Ángel Carrera Morales,1969-08-27,"Al Guarda José Pino Rivera en la Casa Forestal de Las Contadoras. Para su conocimiento y demás efectos, esta Jefatura ha dispuesto lo siguiente sobre el traslado a esa población del guarda D. Antonio Montero Martín. Por medio del presente oficio participo a Vd. que por esta Jefatura le ha sido designada la guardería del monte denominado Sierra de Ennmedio, nº 19 del Catálogo de Utilidad Pública, perteneciente al Ayuntamiento de Alfarnate y a su término municipal y consorciado con el Patrimonio Forestal del Estado para su repoblación. Para hacerse cargo de dicho monte hará su presentación ante el hasta ahora guarda forestal de dicho monte D. José Pino Rivera con residencia en Alfarnate ...",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;sierra de Enmedio;guardas forestales;actas;1969,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0205,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll206,cb_ajpr0206.jpg,,,"Oficio de 09/03/1961, del Ingeniero de sección, comunicando la asignación de zona de vigilancia en el monte Cuenca del Guadalmedina (Málaga).",José Ángel Carrera Morales,1961-03-09,"A partir del recibo del presente oficio, la zona de en la parte alta de la finca Lo Sola, monte denominado Cuenca del Guadalmedina, que vigilará Vd, es la formada por las fincas: La Africana, Linares, Godino, Las Contadoras, Las Vizcaínas, Jotroncillo, Mole, Moreno, Casamayor Lo Sola y los diques números 18 y 19 del Arroyo de Chaperas.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;monte Cuenca del Guadalmedina;guardas forestales;1961,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0206,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll207,cb_ajpr0207.jpg,,,"Oficio de 30/06/1962, del Ingeniero Jefe de la 7ª División Hidrológica Forestal, comunicando que la Comandancia de la Guardia Civil de esa localidad le hará entrega de una carabina propiedad del Servicio que se le ha asignado a V.",Rafael Ayala,1962-06-30,"La Comandancia de la Guardia Civil de esa localidad le hará entrega de una carabina propiedad de este Servicio, que se le ha asignado a V., debiendo comunicarme la fecha y número de expedición de la guía, cuando tenga en su poder la referida arma.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;armamento;carabina;guardas forestales;1962,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0207,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll208,cb_ajpr0208.jpg,,,"Oficio nº 926, de 11/04/1964, del Ingeniero de brigada, anulando el traslado al monte Caparaín de Carratraca y comunicando el traslado al monte El Meliche de Benahavís.",José Ángel Carrera Morales,1964-04-11,"Por el presente queda sin afecto mi anterior oficio por el que se les trasladaba al monte Caparaín de Carrataraca, ya que las necesidades del Servicio hacen que su traslado lo sea al monte El Meliche de Benahavís, donde deberá hacer su presentación en la forma y tiempo reglamentarios.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;guardas forestales;traslados;monte El Caparaín;monte el Meliche;1964,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0208,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll209,cb_ajpr0209.jpg,,,"Oficio nº 851, de 04/04/1964, del Ingeniero de brigada, comunicando el traslado, a la casa forestal de Caparaín, donde sa hará cargo de lo montes",José Ángel Carrera Morales,1964-04-04,"En uso de las atribuciones que me confiere las disposiciones vigentes, he acordado trasladarle a Vd., por necesidades del Servicio, a la casa forestal de Caparaín, donde se hará cargo de la vigilancia de los montes Caparaín de Carratraca y Caparaín de Ardales, debiendo tomar posesión de su nuevo destino en el plazo de 15 días, a partir del recibo de la presente comunicación.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;guardas forestales;traslados;monte El Caparaín;1964,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0209,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll210,cb_ajpr0210.jpg,,,"Oficio nº 1416, de 02/07/1963, del Ayudante de montes, comunicando el jornal diario de los vigilantes de incendios.",Juan Rodríguez de Velasco,1963-07-02,"Para su conocimiento y efectos, participo a Vd. que el jornal diario de los vigilantes de incendios es de SETENTA Y DOS PESETAS CON CUARENTA CÉNTIMOS. debiendo comunicar a esta Jefatura el haber quedado establecido dicho servicio.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;guardas forestales;incendios forestales;monte Cuenca del Guadalmedina;1963,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.721532,-4.404773,"Archivo de José Pino Rivera",cb_ajpr0210,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll211,cb_ajpr0211.jpg,,,"Escrito de 28/12/1964, de entrega del almacén de herramientas del monte Sierra de Enmedio de Alfarnate (Málaga) por parte del guarda Francisco Jiménez Díaz al guarda José Pino Rivera.",Francisco Jiménez,1964-12-28,"Inventario de entrega del material existente en los trabajos de Alfarnate, correspondientes al Patrimonio Forestal del Estado, el cual figuraba a cargo del guarda forestal del Disrrito Forestal D. Francisco Jiménez Díaz y hoy día de la fecha se entrega al guarda del Patrimonio Forestal del Estado José Pino Rivera, y al dorso se expresa.",Distrito Forestal;Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;guardas forestales;almacenes de herramientas;1964,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0211,image/escrito entrega almacén,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll212,cb_ajpr0212.jpg,,,"Carabina de repetición Destroyer, 9 mm. largo. características y datos balísticos.",Bergmann,1962,"Carabina de repetición Destroyer, 9 mm. largo, 38 A.C.P. ó 9 mm, Bergmann. El arma particularmente apta para los servicios de guarda jurado, vigilancia y organizaciones de policía, cuerpos armados, etc.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;guardas forestales;armamento;carabina;1962,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0212,image/Folleto carabina,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll213,cb_ajpr0213.jpg,,,"Oficio nº 8, de 18/08/1964, dirigido al Ingeniero de brigada, denuncia nº 1 por la introducción de ganado cabrío en la finca Lo Sola, monte Cuenca del Guadalmedina (Málaga).",José Pino Rivera,1964-08-18,"Adjunto remito a V.S. parte denuncia nº 1 por la introducción de 32 cabezas de ganado cabrío en la parte alta de la finca Lo Sola, valorando los daños y perjuicios y valor de lo aprovechado en 800 Ptas.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;Monte Cuenca del Guadalmedina (Málaga);guardas forestales;denuncias;aprovechamientos de pastos;1964,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Casamayor Lo Sola, Montes de Málaga (Málaga)",36.844929,-4.421827,"Archivo de José Pino Rivera",cb_ajpr0213,image/oficio denuncia,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll214,cb_ajpr0214.jpg,,,"Oficio nº 10, de 01/12/1964, dirigido al Ingeniero de brigada, comunicando que en las fincas Linares y Africanas comienzan a secarse los pinos.",José Pino Rivera,1964-12-01,"Comunico a V.S que actualmente ha observado el que suscribe que en las fincas afectas a esta demarcación denominadas Linares y Africanas hay un porcentaje de pinos carrascos que empiezan a secarse, lo que parece ser causado por la sequía prolongada del verano, en el resto de las demás fincas de esta demarcación el porcentaje es muy bajo.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;Monte Cuenca del Guadalmedina (Málaga);guardas forestales;sequías;1964,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Africanas, Montes de Málaga (Málaga)",36.830419,-4.383292,"Archivo de José Pino Rivera",cb_ajpr0214,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll215,cb_ajpr0215.jpg,,,"Fotografía familiar en la casa forestal de Las Contadoras, verano de 1963.",Anónimo,1963,"Fotografía de la familia de José Pino Rivera tomada en la casa forestal de Las Contadoras, monte Cuenca del Guadalmedina (Málaga), verano de 1963.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;Monte Cuenca del Guadalmedina (Málaga);guardas forestales;casas forestales;1963,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Las Contadoras, Montes de Málaga (Málaga)",36.824697,-4.385072,"Archivo de José Pino Rivera",cb_ajpr0215,image/fotografía de grupo,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll216,cb_ajpr0216.jpg,,,"Texto manuscrito, de 31 de marzo de 1976, con observaciones personales sobre la diseminación y germinación del pinsapo en el pinsapar de Yunquera.",José Pino Rivera,1976-03-31,"Texto que José Pino, guarda forestal del ICONA en Yunquera (Málaga), escribió en marzo de 1976. El texto, manuscrito en seis cuartillas por ambas caras, es fruto de sus experiencias y observaciones sobre la diseminación y germinación del pinsapo en el pinsapar de Yunquera (Málaga).",ICONA;Jefatura Provincial de Málaga;Monte Pinar de Yunquera (Málaga);pinsapar de Yunquera (Málaga);Abies pinsapo Boiss.;guardas forestales;1976,https://areadoc.blogspot.com/2023/03/observaciones-sobre-la-diseminacion-y.html,"Pinsapar de Yunquera, (Málaga)",36.724725,-4.977249,"Archivo de José Pino Rivera",cb_ajpr0216,image/texto manuscrito,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll217,cb_ajpr0217.jpg,,,"Oficio nº 2, de 18/01/1968, dirigido al Ingeniero Jefe del Servicio Hidrológico Forestal de Málaga, informando sobre los trabajos de siembra de almendros en el monte Sierra de Enmedio de Alfarnate (Málaga).",José Pino Rivera,1968-01-18,"Adjunto remito a Vd. al dorso de este oficio relación de la cantidad de trabajo desarrollado y gastos hechos por el Ayuntamiento de Alfarnate (Málaga) de la siembra de almendros en el monte Sierra de Enmedio y controlados por el guarda forestal que suscribe. Resumen de trabajos: 35.022 hoyos abiertos y sembrados; 5.000 almendros existentes en la zona, entre desmochados y sin desmochar; 411 kg de almendra amarga sembrada; total de gastos de los trabajos de siembra de almendros: 78.960 Ptas.",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;repoblaciones forestales;siembras;Amigdalus communis L.;guardas forestales;1968,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0217,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll218,cb_ajpr0218.jpg,,,"Oficios nº 2, de 25/05/1968, y nº 7, de 06/06/1968, dirigidos al Ingeniero Jefe del Servicio Hidrológico Forestal de Málaga, informando sobre los trabajos de injerto de almendros en el monte Sierra de Enmedio de Alfarnate (Málaga).",José Pino Rivera,1968-05-25,"Pongo en su conocimiento que con esta fecha se comienza por el Ayuntamiento de Alfarnate (Málaga) el injerto de los almendros bravíos desmochados con anterioridad, empleando planta de la llamada 'alfarnateña' y tipo de injerto de 'canutillo'. Los trabajos han terminado el 06/06/1968, habiéndose injertado 1.619 pies, con un gasto total de 6.450 Ptas (43 jornales a razón de 150 Ptas/jornal).",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;trabajos selvícolas;injertos;Amigdalus communis L.;guardas forestales;1968,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0218,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll219,cb_ajpr0219.jpg,,,"Tarjetas de anotación de datos de precipitación del mes de marzo de 1982 en Yunquera (Málaga) y en su sierra.",José Pino Rivera,1982-03-31,"El pinsapar de Yunquera se beneficia fundamentalmente de las precipitaciones aportadas por los frentes nubosos del Atlántico procedentes del Sudoeste (SO). Observando las fichas de registro de lluvias del mes de marzo de 1982 de José Pino, observador meteorológico voluntario, registradas en dos pluviómetros, situados uno en la casa forestal de Yunquera (Málaga), a 740 m de altitud, y el otro en el puerto del Saucillo, a 1.210 m, y en un pluviógrafo, situado en el llano de la Casa, a 1.560 m, se comprueba que el número de días de lluvia es mayor y la precipitación bastante más cuantiosa y abundante en la sierra, en los lugares más altos y situados al oeste. Así, en el pinsapar del llano de la Casa cayeron 108’5 litros/m2 en el mes; en el puerto del Saucillo, 93’5 litros/m2; y, en la casa forestal de Yunquera (Málaga), 35,4 litros/m2. Con los datos de pluviometría del periodo de abril de 1971 a diciembre de 1982, se constata que la precipitación media anual fue casi dos veces superior en el llano de la Casa (1.198,0 litros/m2) que en la casa forestal de Yunquera (665,2 litros/m2), y la precipitación media anual en del puerto del Saucillo (1.048,2 l/m2) fue algo más de vez y media la de la casa forestal.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);casas forestales;pinsapar de Yunquera;estaciones meteorológicas;colaboradores de la Meteorología Española;voluntariado;agentes forestales;1982,https://areadoc.blogspot.com/2019/03/jose-pino-rivera-voluntario-para-el.html,"Llano de la Casa, Yunquera (Málaga)",36.714186,-4.980099,"Archivo de José Pino Rivera",cb_ajpr0219,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll220,cb_ajpr0220.jpg,,,"Oficio nº 3636, de 06/11/1972, del Alcalde de Yunquera (Málaga) al Ingeniero Jefe del ICONA en Málaga, solicitando autorización para la entresaca de 2.000 pinsapos.",Modesto Sánchez Jurado,1972-11-02,"Próximas las fiestas de Navidad y con el fin de evitar las cortas fraudulentas de pinsapos existentes en los montes propiedad de este Ayuntamiento, y al mismo tiempo satisfacer el deseo del vecindario de instalar en sus hogares el árbol de Navidad; ruego a V.I., si tiene a bien autorizar a este Ayuntamiento para la entresaca de unos 2.000 pinsapos, cuya operación se realizaría en las condiciones que se acordasen por V.I.",Modesto Sánchez Jurado;alcaldes;ICONA;Jefatura Provincial de Málaga;autorizaciones;Yunquera (Málaga);monte Pinar de Yunquera (Málaga);pinsapar de Yunquera (Málaga);Abies pinsapo Boiss.;árboles de Navidad;trabajos selvícolas;1972,https://areadoc.blogspot.com/2019/12/los-pinsapos-de-navidad-de-los-anos-70.html,"Pinsapar de Yunquera (Málaga)",36.706495,-4.967175,"Archivo de José Pino Rivera",cb_ajpr0220,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll221,cb_ajpr0221.jpg,,,"Oficio nº 6, de 02/05/1969, dirigido al Alcalde de Alfarnate (Málaga), informando sobre la necesidad de escardar y podar la plantación de almendros del monte sierra de Enmedio y oficio respuesta del Alcalde nº 206, de 08/05/1969.",José Pino Rivera,1969-05-02,"Pongo en conocimiento de V.S. que en las plantaciones de almendros de un año de edad, que existen en la Sierra de Enmedio, se observa una gran cantidad de hierba que es necesario escardar. En los almendros injertados de un año se observan en sus troncos gran cantidad de brotes bravíos, siendo necesaria la poda de los mismos.",Antonio Bueno Martín;alcaldes;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;trabajos selvícolas;plantaciones;Amigdales communis L.;monte Sierra de Enmedio;Alfarnate (Málaga);1969,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0221,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll222,cb_ajpr0222.jpg,,,"Oficio nº 20, de 04/09/1969, dirigido al Ingeniero Jefe del Servicio Hidrológico Forestal de Málaga, informando de trabajos pendientes en el monte sierra de Enmedio de Alfarnate (Málaga).",José Pino Rivera,1969-09-04,"Le comunico que en el monte sierra de Enmedio quedan pendientes de hacerse los trabajos de encalado de los mojones del límite de dicho monte, terminación del cortafuegos que une la divisoria del Lagar con el camino de Alfarnate hasta el trozo que se ha hecho empezando desde el límite con el el cortijo de la Aquilina, arreglo de dicho camino en algunos trozos por haberse producido socavones debido a las fuertes lluvias torrenciales. Repoblación de marras en un trozo de terreno en el sitio conocido por Utrera y sus alrededores para pinos silvestres, marras en alrededor de Atalayas para pinos silvestres y laricios; plantación nueva en hoyo de Amalio y hoyo de Jeremías, 5 has aproximadamente.",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;trabajos selvícolas;repoblaciones forestales;pino silvestre;pino laricio;monte Sierra de Enmedio;guardas forestales;Alfarnate (Málaga);1969,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0222,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll223,cb_ajpr0223.jpg,,,"Oficio nº 412, de 17/02/1967, del Ingeniero Jefe del Servicio Hidrológico Forestal de Málaga, comunicando la autorización del Gobernador Civil para descastar conejos en la repoblación forestal del monte Sierra de Enmedio de Alfarnate (Málaga).",José Ángel Carrera Morales,1967-02-17,"El Excmo. Sr. Gobernador Civil de la provincia en el Boletin Oficial de la misma nº 32 de esta fecha, ha publicado aviso autorizando a este Servicio para que en el monte sierra de Enmedio, perteneciente al Ayuntamiento de Alfarnate y a su término municipal y en régimen de consorcio para su repoblación con el Patrimonio Forestal del Estado, puede proceder a la caza de conejos mediante cepos, lazos y redes por causar daños a las plantas ...",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;ingenieros jefes;descastes;repoblaciones forestales;monte Sierra de Enmedio;Alfarnate (Málaga);guardas forestales;1967,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0223,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll224,cb_ajpr0224.jpg,,,"Oficio nº 3, de 14/07/1960, dirigido al Ingeniero Jefe de la 7ª División Hidrológica Forestal en Málaga, comunicando incidencia ocurrida en el servicio de control de leña en el monte Cuenca del Guadalmendina (Málaga).",José Pino Rivera,1960-07-14,"Prestando servicio el que suscribe de control de salida de leña en la entrada del carril forestal sito en Fuente de la Reina, a las 10 horas del día 14 del corriente se encontró con un individuo, que transporta con su camión leña a Málaga desde la cuenca del Guadalmedina, que tuvo palabras de menosprecio e insultas para toda la Guardería.",Patrimonio Forestal del Estado;Servicio Hidrológico Forestal;7ª División Hidrológico Forestal;Monte Cuenca del Guadalmedina;aprovechamientos forestales;leñas;guardas forestales;1960,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Fuente de la Reina, Montes de Málaga (Málaga)",36.813146,-4.372230,"Archivo de José Pino Rivera",cb_ajpr0224,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll225,cb_ajpr0225.jpg,,,"Oficio nº 5, de 20/01/1965, dirigido al Ingeniero Jefe de la brigada de Málaga, comunicando la adjudicación de la subasta de pastos del monte Sierra de Enmedio del Ayuntamiento de Alfarnate (Málaga) por 14.450 Ptas.",José Pino Rivera,1965-01-20,"Ha sido adjudicada la subasta de pastos del monte Sierra de Enmedio de este Ayuntamiento de Alfarnate (Málaga) en la cantidad de 14.450 Ptas., no habiendo más que un postor.",Patrimonio Forestal del Estado;7ª División Hidrológico Forestal;Brigada de Málaga;Monte Sierra de Enmedio;aprovechamientos forestales;pastos;guardas forestales;1965,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0225,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
